Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAL,LAL vs. HOU,2018-04-10,L,240,99,38,90,0.422,10,36,0.278,13,15,0.867,9,38,47,22,14,4,17,19,-6
MEM,MEM @ MIN,2018-04-09,L,240,94,35,85,0.412,5,18,0.278,19,21,0.905,10,25,35,20,11,5,17,20,-19
MIN,MIN vs. MEM,2018-04-09,W,240,113,42,87,0.483,7,22,0.318,22,26,0.846,18,34,52,27,10,7,18,18,19
DEN,DEN vs. POR,2018-04-09,W,240,88,31,83,0.373,6,26,0.231,20,26,0.769,10,42,52,22,7,5,12,18,6
POR,POR @ DEN,2018-04-09,L,240,82,31,94,0.330,7,33,0.212,13,18,0.722,18,39,57,10,8,2,17,28,-6
ORL,ORL @ MIL,2018-04-09,L,240,86,34,82,0.415,5,24,0.208,13,20,0.650,5,38,43,24,8,4,20,14,-16
MIL,MIL vs. ORL,2018-04-09,W,240,102,39,91,0.429,9,26,0.346,15,18,0.833,12,44,56,26,13,2,17,18,16
NOP,NOP @ LAC,2018-04-09,W,240,113,44,95,0.463,11,30,0.367,14,20,0.700,9,41,50,34,13,10,8,18,13
LAC,LAC vs. NOP,2018-04-09,L,240,100,45,98,0.459,2,17,0.118,8,19,0.421,17,44,61,29,6,6,16,18,-13
OKC,OKC @ MIA,2018-04-09,W,240,115,35,81,0.432,14,35,0.400,31,38,0.816,7,36,43,21,9,4,10,15,22
MIA,MIA vs. OKC,2018-04-09,L,240,93,40,87,0.460,5,22,0.227,8,14,0.571,8,35,43,21,6,4,15,24,-22
TOR,TOR @ DET,2018-04-09,W,240,108,46,87,0.529,12,39,0.308,4,4,1.000,8,40,48,27,3,5,10,17,10
DET,DET vs. TOR,2018-04-09,L,240,98,35,78,0.449,9,30,0.300,19,25,0.760,4,29,33,22,7,2,6,11,-10
BKN,BKN vs. CHI,2018-04-09,W,240,114,41,82,0.500,18,42,0.429,14,15,0.933,6,32,38,32,8,10,18,15,9
CHI,CHI @ BKN,2018-04-09,L,240,105,43,89,0.483,12,28,0.429,7,12,0.583,10,34,44,26,7,6,19,17,-9
NYK,NYK vs. CLE,2018-04-09,L,240,109,46,87,0.529,11,30,0.367,6,12,0.500,8,29,37,26,4,7,14,20,-14
CLE,CLE @ NYK,2018-04-09,W,240,123,40,85,0.471,19,45,0.422,24,28,0.857,7,35,42,29,9,2,11,15,14
SAC,SAC @ SAS,2018-04-09,L,240,85,33,81,0.407,8,18,0.444,11,17,0.647,12,33,45,16,4,2,12,24,-13
SAS,SAS vs. SAC,2018-04-09,W,240,98,34,82,0.415,6,27,0.222,24,29,0.828,11,34,45,18,6,6,8,14,13
ORL,ORL @ TOR,2018-04-08,L,240,101,42,89,0.472,7,23,0.304,10,17,0.588,6,36,42,25,12,4,11,17,-11
TOR,TOR vs. ORL,2018-04-08,W,240,112,39,78,0.500,17,40,0.425,17,24,0.708,6,41,47,28,8,5,17,21,11
DET,DET @ MEM,2018-04-08,L,240,117,38,93,0.409,23,47,0.489,18,23,0.783,14,24,38,30,10,0,13,18,-13
MEM,MEM vs. DET,2018-04-08,W,240,130,48,83,0.578,16,33,0.485,18,24,0.750,8,35,43,36,11,4,14,18,13
CHA,CHA vs. IND,2018-04-08,L,240,117,40,80,0.500,11,30,0.367,26,30,0.867,5,31,36,27,6,3,21,17,-6
IND,IND @ CHA,2018-04-08,W,240,123,50,93,0.538,9,25,0.360,14,18,0.778,7,32,39,27,11,1,15,22,6
PHX,PHX vs. GSW,2018-04-08,L,240,100,39,92,0.424,10,35,0.286,12,16,0.750,8,36,44,24,4,0,15,16,-17
GSW,GSW @ PHX,2018-04-08,W,240,117,47,90,0.522,13,32,0.406,10,15,0.667,5,36,41,27,9,7,11,15,17
BOS,BOS vs. ATL,2018-04-08,L,240,106,42,82,0.512,9,23,0.391,13,20,0.650,10,31,41,33,9,6,12,18,-6
ATL,ATL @ BOS,2018-04-08,W,240,112,43,86,0.500,15,35,0.429,11,14,0.786,5,32,37,23,7,4,13,19,6
UTA,UTA @ LAL,2018-04-08,W,240,112,42,83,0.506,13,36,0.361,15,22,0.682,7,38,45,35,8,4,18,24,15
LAL,LAL vs. UTA,2018-04-08,L,240,97,37,93,0.398,5,25,0.200,18,22,0.818,12,32,44,20,8,4,14,22,-15
DAL,DAL @ PHI,2018-04-08,L,240,97,40,94,0.426,11,40,0.275,6,13,0.462,10,33,43,24,6,6,12,9,-12
PHI,PHI vs. DAL,2018-04-08,W,240,109,46,91,0.505,8,27,0.296,9,14,0.643,9,43,52,32,9,4,11,19,12
DEN,DEN @ LAC,2018-04-07,W,240,134,53,85,0.624,12,29,0.414,16,23,0.696,7,26,33,36,4,6,8,26,19
LAC,LAC vs. DEN,2018-04-07,L,240,115,43,87,0.494,6,17,0.353,23,34,0.676,15,23,38,25,6,0,11,19,-19
HOU,HOU vs. OKC,2018-04-07,L,240,102,36,76,0.474,14,37,0.378,16,23,0.696,6,35,41,23,7,5,18,24,-6
OKC,OKC @ HOU,2018-04-07,W,240,108,36,91,0.396,10,33,0.303,26,33,0.788,15,27,42,21,11,5,11,20,6
NYK,NYK vs. MIL,2018-04-07,L,240,102,41,95,0.432,9,21,0.429,11,11,1.000,13,31,44,30,3,7,11,17,-13
MIL,MIL @ NYK,2018-04-07,W,240,115,45,93,0.484,10,25,0.400,15,17,0.882,12,36,48,30,6,10,10,13,13
CHI,CHI vs. BKN,2018-04-07,L,240,96,36,88,0.409,6,29,0.207,18,21,0.857,4,35,39,16,8,1,13,14,-28
BKN,BKN @ CHI,2018-04-07,W,240,124,46,92,0.500,24,55,0.436,8,11,0.727,5,41,46,36,11,10,15,18,28
SAS,SAS vs. POR,2018-04-07,W,240,116,47,84,0.560,7,21,0.333,15,21,0.714,4,32,36,21,12,3,8,12,11
POR,POR @ SAS,2018-04-07,L,240,105,42,88,0.477,11,28,0.393,10,11,0.909,11,29,40,18,4,5,13,17,-11
NOP,NOP @ GSW,2018-04-07,W,240,126,49,87,0.563,11,27,0.407,17,22,0.773,4,30,34,39,15,6,8,16,6
GSW,GSW vs. NOP,2018-04-07,L,240,120,49,90,0.544,15,33,0.455,7,11,0.636,8,34,42,31,3,0,17,21,-6
SAC,SAC @ MEM,2018-04-06,W,240,94,40,85,0.471,6,24,0.250,8,12,0.667,10,32,42,23,8,5,16,21,1
MEM,MEM vs. SAC,2018-04-06,L,240,93,37,84,0.440,6,24,0.250,13,18,0.722,12,26,38,20,7,7,15,12,-1
IND,IND @ TOR,2018-04-06,L,240,73,26,87,0.299,7,21,0.333,14,20,0.700,12,32,44,16,8,8,13,21,-19
TOR,TOR vs. IND,2018-04-06,W,240,92,36,84,0.429,9,30,0.300,11,16,0.688,9,43,52,27,9,8,23,17,19
ATL,ATL @ WAS,2018-04-06,W,240,103,38,79,0.481,11,33,0.333,16,23,0.696,7,43,50,24,5,5,18,22,6
WAS,WAS vs. ATL,2018-04-06,L,240,97,35,87,0.402,9,25,0.360,18,23,0.783,9,36,45,18,8,4,12,15,-6
CHA,CHA @ ORL,2018-04-06,W,240,137,48,86,0.558,17,31,0.548,24,26,0.923,9,41,50,32,4,5,10,15,37
ORL,ORL vs. CHA,2018-04-06,L,240,100,42,94,0.447,9,23,0.391,7,13,0.538,12,24,36,27,2,3,9,19,-37
DAL,DAL @ DET,2018-04-06,L,265,106,40,92,0.435,13,39,0.333,13,18,0.722,10,36,46,26,7,5,12,20,-7
DET,DET vs. DAL,2018-04-06,W,265,113,46,92,0.500,12,30,0.400,9,17,0.529,6,43,49,24,6,4,11,19,7
PHX,PHX vs. NOP,2018-04-06,L,240,103,37,94,0.394,9,33,0.273,20,26,0.769,12,36,48,20,8,4,14,18,-19
NOP,NOP @ PHX,2018-04-06,W,240,122,45,99,0.455,16,38,0.421,16,20,0.800,13,42,55,29,9,7,15,22,19
BOS,BOS vs. CHI,2018-04-06,W,240,111,45,81,0.556,14,34,0.412,7,17,0.412,6,40,46,35,9,6,18,15,7
CHI,CHI @ BOS,2018-04-06,L,240,104,40,86,0.465,14,30,0.467,10,17,0.588,9,34,43,25,15,0,17,22,-7
NYK,NYK vs. MIA,2018-04-06,W,240,122,45,89,0.506,18,37,0.486,14,21,0.667,9,42,51,33,7,5,12,23,24
MIA,MIA @ NYK,2018-04-06,L,240,98,35,88,0.398,7,27,0.259,21,22,0.955,7,35,42,20,7,5,12,19,-24
MIN,MIN @ LAL,2018-04-06,W,240,113,43,100,0.430,8,26,0.308,19,26,0.731,18,30,48,25,14,8,5,24,17
LAL,LAL vs. MIN,2018-04-06,L,240,96,31,79,0.392,8,24,0.333,26,32,0.813,13,40,53,16,3,2,21,21,-17
CLE,CLE @ PHI,2018-04-06,L,240,130,45,87,0.517,16,34,0.471,24,33,0.727,8,33,41,24,6,2,15,20,-2
PHI,PHI vs. CLE,2018-04-06,W,240,132,50,101,0.495,14,39,0.359,18,21,0.857,11,33,44,35,11,7,12,23,2
MIN,MIN @ DEN,2018-04-05,L,240,96,39,91,0.429,6,24,0.250,12,16,0.750,12,35,47,22,4,1,8,19,-4
DEN,DEN vs. MIN,2018-04-05,W,240,100,35,89,0.393,11,36,0.306,19,22,0.864,13,34,47,21,3,7,11,17,4
MIL,MIL vs. BKN,2018-04-05,L,240,111,41,93,0.441,5,20,0.250,24,30,0.800,12,29,41,21,12,2,8,19,-8
BKN,BKN @ MIL,2018-04-05,W,240,119,41,75,0.547,19,39,0.487,18,21,0.857,4,37,41,30,3,12,20,21,8
UTA,UTA vs. LAC,2018-04-05,W,240,117,44,83,0.530,10,27,0.370,19,28,0.679,10,28,38,27,7,8,11,22,22
LAC,LAC @ UTA,2018-04-05,L,240,95,35,79,0.443,3,17,0.176,22,28,0.786,11,28,39,18,7,3,16,25,-22
IND,IND vs. GSW,2018-04-05,W,240,126,50,93,0.538,15,29,0.517,11,15,0.733,13,34,47,32,11,3,13,24,20
GSW,GSW @ IND,2018-04-05,L,240,106,37,83,0.446,9,29,0.310,23,24,0.958,13,26,39,29,6,5,16,14,-20
HOU,HOU vs. POR,2018-04-05,W,240,96,34,73,0.466,13,37,0.351,15,24,0.625,6,32,38,16,10,5,17,16,2
POR,POR @ HOU,2018-04-05,L,240,94,39,85,0.459,7,22,0.318,9,14,0.643,12,35,47,16,10,2,18,20,-2
WAS,WAS @ CLE,2018-04-05,L,240,115,47,94,0.500,9,21,0.429,12,14,0.857,12,29,41,34,8,7,15,23,-4
CLE,CLE vs. WAS,2018-04-05,W,240,119,42,77,0.545,13,27,0.481,22,28,0.786,5,30,35,26,10,3,16,14,4
NOP,NOP vs. MEM,2018-04-04,W,240,123,45,86,0.523,16,36,0.444,17,19,0.895,11,37,48,32,14,7,18,19,28
MEM,MEM @ NOP,2018-04-04,L,240,95,37,93,0.398,10,32,0.313,11,15,0.733,11,26,37,19,9,1,21,19,-28
TOR,TOR vs. BOS,2018-04-04,W,240,96,40,92,0.435,10,33,0.303,6,8,0.750,12,36,48,23,10,6,11,25,18
BOS,BOS @ TOR,2018-04-04,L,240,78,25,75,0.333,3,22,0.136,25,28,0.893,8,35,43,10,7,3,17,16,-18
MIA,MIA @ ATL,2018-04-04,W,240,115,42,94,0.447,17,38,0.447,14,17,0.824,10,44,54,23,9,10,12,17,29
ATL,ATL vs. MIA,2018-04-04,L,240,86,33,90,0.367,9,30,0.300,11,17,0.647,10,38,48,20,5,6,16,16,-29
ORL,ORL vs. DAL,2018-04-04,W,240,105,39,86,0.453,8,29,0.276,19,27,0.704,12,35,47,27,4,10,13,15,5
DAL,DAL @ ORL,2018-04-04,L,240,100,39,89,0.438,10,30,0.333,12,17,0.706,11,32,43,24,3,1,12,23,-5
DET,DET vs. PHI,2018-04-04,L,240,108,39,88,0.443,16,36,0.444,14,23,0.609,9,33,42,30,4,5,18,19,-7
PHI,PHI @ DET,2018-04-04,W,240,115,44,89,0.494,13,30,0.433,14,19,0.737,7,37,44,32,11,3,13,17,7
SAS,SAS @ LAL,2018-04-04,L,265,112,42,97,0.433,9,23,0.391,19,27,0.704,15,31,46,25,7,5,10,20,-10
LAL,LAL vs. SAS,2018-04-04,W,265,122,47,86,0.547,13,24,0.542,15,18,0.833,4,40,44,32,4,3,14,22,10
GSW,GSW @ OKC,2018-04-03,W,240,111,41,83,0.494,8,29,0.276,21,24,0.875,6,34,40,27,9,5,13,25,4
OKC,OKC vs. GSW,2018-04-03,L,240,107,35,93,0.376,9,38,0.237,28,37,0.757,22,36,58,13,8,3,16,20,-4
IND,IND @ DEN,2018-04-03,L,240,104,41,84,0.488,9,19,0.474,13,16,0.813,6,29,35,23,11,4,13,24,-3
DEN,DEN vs. IND,2018-04-03,W,240,107,41,89,0.461,10,32,0.313,15,20,0.750,13,36,49,31,10,8,16,19,3
POR,POR @ DAL,2018-04-03,L,240,109,39,87,0.448,10,40,0.250,21,24,0.875,5,41,46,28,6,2,13,20,-6
DAL,DAL vs. POR,2018-04-03,W,240,115,42,92,0.457,17,44,0.386,14,20,0.700,8,35,43,27,8,5,7,16,6
BOS,BOS @ MIL,2018-04-03,L,240,102,38,81,0.469,7,23,0.304,19,24,0.792,10,27,37,19,10,6,17,17,-4
MIL,MIL vs. BOS,2018-04-03,W,240,106,43,79,0.544,5,20,0.250,15,21,0.714,9,32,41,27,6,5,15,23,4
LAL,LAL @ UTA,2018-04-03,L,240,110,36,74,0.486,14,28,0.500,24,36,0.667,7,32,39,23,7,5,16,23,-7
UTA,UTA vs. LAL,2018-04-03,W,240,117,43,89,0.483,14,33,0.424,17,27,0.630,14,33,47,29,10,5,14,22,7
SAS,SAS @ LAC,2018-04-03,L,240,110,39,88,0.443,8,24,0.333,24,28,0.857,10,29,39,24,13,10,12,29,-3
LAC,LAC vs. SAS,2018-04-03,W,240,113,37,82,0.451,5,16,0.313,34,43,0.791,12,35,47,21,8,2,15,23,3
ATL,ATL @ MIA,2018-04-03,L,240,98,37,88,0.420,13,33,0.394,11,15,0.733,12,37,49,24,10,1,18,15,-3
MIA,MIA vs. ATL,2018-04-03,W,240,101,41,91,0.451,8,33,0.242,11,13,0.846,11,35,46,22,10,8,14,16,3
WAS,WAS @ HOU,2018-04-03,L,240,104,38,72,0.528,12,25,0.480,16,23,0.696,3,33,36,25,6,1,17,21,-16
HOU,HOU vs. WAS,2018-04-03,W,240,120,43,84,0.512,16,46,0.348,18,27,0.667,10,36,46,26,13,3,12,14,16
CLE,CLE vs. TOR,2018-04-03,W,240,112,38,77,0.494,13,30,0.433,23,26,0.885,2,40,42,18,8,6,12,17,6
TOR,TOR @ CLE,2018-04-03,L,240,106,42,94,0.447,11,34,0.324,11,14,0.786,9,37,46,28,7,1,11,23,-6
SAC,SAC @ PHX,2018-04-03,L,240,94,33,89,0.371,11,27,0.407,17,23,0.739,10,30,40,20,5,5,10,24,-3
PHX,PHX vs. SAC,2018-04-03,W,240,97,35,77,0.455,6,17,0.353,21,33,0.636,6,46,52,18,6,5,15,22,3
ORL,ORL @ NYK,2018-04-03,W,240,97,37,88,0.420,11,36,0.306,12,18,0.667,11,42,53,28,7,5,11,12,24
NYK,NYK vs. ORL,2018-04-03,L,240,73,30,86,0.349,4,27,0.148,9,12,0.750,7,35,42,17,5,9,12,17,-24
CHA,CHA @ CHI,2018-04-03,L,240,114,40,81,0.494,13,34,0.382,21,28,0.750,10,39,49,24,3,4,20,16,-6
CHI,CHI vs. CHA,2018-04-03,W,240,120,46,99,0.465,15,34,0.441,13,18,0.722,11,33,44,26,9,4,8,20,6
PHI,PHI vs. BKN,2018-04-03,W,240,121,50,91,0.549,9,21,0.429,12,18,0.667,7,48,55,28,10,10,10,22,26
BKN,BKN @ PHI,2018-04-03,L,240,95,34,81,0.420,17,42,0.405,10,23,0.435,3,33,36,20,5,6,18,15,-26
NOP,NOP vs. OKC,2018-04-01,L,240,104,38,83,0.458,11,32,0.344,17,23,0.739,7,37,44,28,13,3,21,20,-5
OKC,OKC @ NOP,2018-04-01,W,240,109,41,95,0.432,9,31,0.290,18,25,0.720,14,37,51,24,13,4,18,22,5
PHI,PHI @ CHA,2018-04-01,W,240,119,48,94,0.511,14,32,0.438,9,10,0.900,7,37,44,36,15,5,14,24,17
CHA,CHA vs. PHI,2018-04-01,L,240,102,33,82,0.402,9,30,0.300,27,34,0.794,9,31,40,17,8,7,16,13,-17
MIN,MIN vs. UTA,2018-04-01,L,240,97,38,90,0.422,8,24,0.333,13,14,0.929,7,25,32,19,10,1,14,17,-24
UTA,UTA @ MIN,2018-04-01,W,240,121,46,76,0.605,11,28,0.393,18,25,0.720,6,39,45,29,8,7,17,19,24
DEN,DEN vs. MIL,2018-04-01,W,265,128,40,90,0.444,11,36,0.306,37,46,0.804,17,40,57,27,2,8,17,23,3
MIL,MIL @ DEN,2018-04-01,L,265,125,45,100,0.450,12,33,0.364,23,27,0.852,11,34,45,27,9,3,9,37,-3
ATL,ATL vs. ORL,2018-04-01,W,240,94,41,85,0.482,11,36,0.306,1,1,1.000,5,47,52,33,0,3,16,15,6
ORL,ORL @ ATL,2018-04-01,L,240,88,33,96,0.344,10,36,0.278,12,13,0.923,11,30,41,19,8,6,5,10,-6
LAC,LAC vs. IND,2018-04-01,L,240,104,42,82,0.512,9,25,0.360,11,14,0.786,12,24,36,24,6,6,13,19,-7
IND,IND @ LAC,2018-04-01,W,240,111,42,86,0.488,11,28,0.393,16,21,0.762,15,25,40,23,8,4,11,12,7
POR,POR vs. MEM,2018-04-01,W,240,113,39,84,0.464,12,38,0.316,23,25,0.920,8,35,43,28,9,2,14,15,15
MEM,MEM @ POR,2018-04-01,L,240,98,40,88,0.455,9,21,0.429,9,12,0.750,9,33,42,20,7,5,17,19,-15
BKN,BKN vs. DET,2018-04-01,L,240,96,37,87,0.425,12,43,0.279,10,15,0.667,6,34,40,23,5,5,12,22,-12
DET,DET @ BKN,2018-04-01,W,240,108,38,84,0.452,7,19,0.368,25,32,0.781,10,43,53,17,9,3,11,16,12
CLE,CLE vs. DAL,2018-04-01,W,240,98,35,85,0.412,11,26,0.423,17,23,0.739,10,40,50,21,7,1,11,12,11
DAL,DAL @ CLE,2018-04-01,L,240,87,32,79,0.405,13,37,0.351,10,11,0.909,4,34,38,15,5,3,15,20,-11
CHI,CHI vs. WAS,2018-04-01,W,240,113,43,82,0.524,18,34,0.529,9,13,0.692,6,34,40,30,7,1,17,17,19
WAS,WAS @ CHI,2018-04-01,L,240,94,37,81,0.457,8,30,0.267,12,12,1.000,6,31,37,27,5,4,17,12,-19
SAC,SAC @ LAL,2018-04-01,W,240,84,35,92,0.380,7,24,0.292,7,14,0.500,13,34,47,17,9,5,10,20,1
LAL,LAL vs. SAC,2018-04-01,L,240,83,30,75,0.400,7,32,0.219,16,25,0.640,10,37,47,18,5,6,15,15,-1
SAS,SAS vs. HOU,2018-04-01,W,240,100,40,81,0.494,6,17,0.353,14,21,0.667,8,40,48,19,8,8,9,19,17
HOU,HOU @ SAS,2018-04-01,L,240,83,26,77,0.338,7,31,0.226,24,29,0.828,8,34,42,12,3,3,10,19,-17
GSW,GSW vs. PHX,2018-04-01,W,240,117,48,89,0.539,13,28,0.464,8,9,0.889,7,38,45,31,10,7,15,14,10
PHX,PHX @ GSW,2018-04-01,L,240,107,41,90,0.456,11,31,0.355,14,16,0.875,9,33,42,26,8,4,15,12,-10
